Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	26718736	Homeobox family Hoxc localization during murine palate formation.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	HOXA2,HOXC4,HOXC5,HOXC6
Pubmed	28369467	Muscle-specific expression of the RNA-binding protein Staufen1 induces progressive skeletal muscle atrophy via regulation of phosphatase tensin homolog.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	HOTTIP,HOXA9,HOXA13,HOXC13
Pubmed	27198226	A role for HOX13 proteins in the regulatory switch between TADs at the HoxD locus.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	HOXA13,HOXD8,HOXD10,HOXD13
Pubmed	21059868	Mammalian polycomb-like Pcl2/Mtf2 is a novel regulatory component of PRC2 that can differentially modulate polycomb activity both at the Hox gene cluster and at Cdkn2a genes.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	HOXB4,HOXB6,HOXB8,HOXD4
Pubmed	24726360	3' UTR-dependent, miR-92-mediated restriction of Tis21 expression maintains asymmetric neural stem cell division to ensure proper neocortex size.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	PAX6,POU3F3,TBR1,SATB2
Pubmed	9343407	AbdB-like Hox proteins stabilize DNA binding by the Meis1 homeodomain proteins.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	HOXB13,HOXA9,HOXD11,HOXD12
Pubmed	11358480	Generation of regionally specified neurons in expanded glial cultures derived from the mouse and human lateral ganglionic eminence.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	DLX1,DLX2,DLX3,DLX6
Pubmed	12923531	Hermansky-Pudlak syndrome type 7 (HPS-7) results from mutant dysbindin, a member of the biogenesis of lysosome-related organelles complex 1 (BLOC-1).	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	BLOC1S2,BLOC1S6,BLOC1S5,HPS1
Pubmed	15102850	Identification of snapin and three novel proteins (BLOS1, BLOS2, and BLOS3/reduced pigmentation) as subunits of biogenesis of lysosome-related organelles complex-1 (BLOC-1).	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	BLOC1S2,BLOC1S6,BLOC1S5,SNAPIN
Pubmed	21047797	Recognition and specificity determinants of the human cbx chromodomains.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	CBX2,CBX5,CBX3,CBX8
Pubmed	8951061	Forebrain patterning defects in Small eye mutant mice.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	ASCL1,PAX6,DLX1,WNT3A
Pubmed	18952892	Impaired function of primitive hematopoietic cells in mice lacking the Mixed-Lineage-Leukemia homolog MLL5.	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	HOXA7,HOXA9,HOXB3,HOXB4
Pubmed	22203680	Assembly and architecture of biogenesis of lysosome-related organelles complex-1 (BLOC-1).	Pubmed	3.817E-5	1.000E0	4.815E-3	5.741E-2	4	8	BLOC1S2,BLOC1S6,BLOC1S5,SNAPIN
Pubmed	23455924	A Y2H-seq approach defines the human protein methyltransferase interactome.	Pubmed	3.841E-5	1.000E0	4.838E-3	5.768E-2	24	342	MTMR9,STAC3,NF2,AP1G2,MBD4,CLK1,ZFP28,RAD17,MCPH1,RBM4B,SLFN12,RBM23,RSRC1,IKBIP,SPZ1,SPIN1,TACC1,TNNT2,HOXA1,HOXA5,HOXC4,ZNF165,ZSCAN9,BAG6
Pubmed	8376762	HIV-1 envelope protein is expressed on the surface of infected cells before its processing and presentation to class II-restricted T lymphocytes.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	10729169	Efficient incorporation of HLA class II onto human immunodeficiency virus type 1 requires envelope glycoprotein packaging.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	30659230	Arx Expression Suppresses Ventralization of the Developing Dorsal Forebrain.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	ASCL1,PAX6,DBX1,DLX2,GLI1
Pubmed	21912425	A whole-genome association study of major determinants for allopurinol-related Stevens-Johnson syndrome and toxic epidermal necrolysis in Japanese patients.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	SNORD117,POU5F1,ATP6V1G2-DDX39B,PSORS1C1,DDX39B
Pubmed	7602119	Endocytosis of endogenously synthesized HIV-1 envelope protein. Mechanism and role in processing for association with class II MHC.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	1967269	HIV-gp120 can block CD4-class II MHC-mediated adhesion.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	23041116	Genetic dissection of midbrain dopamine neuron development in vivo.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	PAX6,EN2,GBX2,TH,HOXA2
Pubmed	22860026	Strategy for identifying dendritic cell-processed CD4+ T cell epitopes from the HIV gag p24 protein.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	8168144	Envelope glycoproteins of HIV-1 interfere with T-cell-dependent B cell differentiation: role of CD4-MHC class II interaction in the effector phase of T cell help.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	3489470	AIDS and related syndromes as a viral-induced autoimmune disease of the immune system: an anti-MHC II disorder. Therapeutic implications.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	11731457	A role for Gsh1 in the developing striatum and olfactory bulb of Gsh2 mutant mice.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	ASCL1,PAX6,PPP1R1B,GAD1,TH
Pubmed	9079699	The enhanced immune response to the HIV gp160/LAMP chimeric gene product targeted to the lysosome membrane protein trafficking pathway.	Pubmed	3.935E-5	1.000E0	4.869E-3	5.806E-2	5	15	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	11230166	Toward a catalog of human genes and proteins: sequencing and analysis of 500 novel complete protein coding human cDNAs.	Pubmed	3.959E-5	1.000E0	4.893E-3	5.834E-2	41	750	GSTK1,USO1,DHRS1,C12orf29,ZRANB2,SECISBP2,THAP6,MOB4,YIPF3,RWDD3,RAD17,SMC6,SMC4,ALG9,UBA6,YY1AP1,ELP4,AGPAT5,RPS24,PLEKHN1,ENKD1,SLC41A2,UTP15,ZMYND15,SOX6,XRN2,TMEM150A,SYT3,RNF123,GHITM,SERP1,SPIN1,WWP1,PRSS23,FAM136A,TNNI1,RIC8A,TXLNA,CLPB,TSPAN14,C6orf62
Pubmed	18945465	Human immunodeficiency virus type-1 (HIV-1) Pr55gag virus-like particles are potent activators of human monocytes.	Pubmed	4.010E-5	1.000E0	4.934E-3	5.883E-2	6	24	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,ICAM1
Pubmed	22175768	Editorial. Nef: a notorious enigmatic factor in HIV biology.	Pubmed	4.010E-5	1.000E0	4.934E-3	5.883E-2	6	24	CD209,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	15489916	Function of the Src-family kinases, Lck and Fyn, in T-cell development and activation.	Pubmed	4.010E-5	1.000E0	4.934E-3	5.883E-2	6	24	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,LCK
Pubmed	29872149	Agrin has a pathological role in the progression of oral cancer.	Pubmed	4.104E-5	1.000E0	5.042E-3	6.012E-2	17	197	SUGP1,ZRANB2,PLTP,RNF31,IPO4,S100A9,NID2,IPO9,NT5C1B,GTF2A1,TNNI1,HDGF,TPM3,HNRNPA1,HNRNPK,OLFML3,SLC39A7
Pubmed	19149577	Strategies for inhibiting function of HIV-1 accessory proteins: a necessary route to AIDS therapy?	Pubmed	4.206E-5	1.000E0	5.147E-3	6.137E-2	8	47	ARF1,AP1G2,HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,LCK
Pubmed	20096683	A mutation in the pericentrin gene causes abnormal interneuron migration to the olfactory bulb in mice.	Pubmed	4.206E-5	1.000E0	5.147E-3	6.137E-2	8	47	ADORA2A,PAX6,GUCD1,DLX1,TBR1,SNRPD3,GAD1,GGT5
Pubmed	25959826	Quantitative interaction proteomics of neurodegenerative disease proteins.	Pubmed	4.208E-5	1.000E0	5.147E-3	6.137E-2	23	322	MAT2A,EIF3I,NACA,HNRNPM,ZW10,POLR1C,CTSA,PPP1R10,PSMB2,PSMD13,IPO4,OBSCN,SCD,SFPQ,IPO9,GAPDH,TPM3,U2AF2,HNRNPA1,HNRNPA2B1,HSPA1A,HSPD1,BAG6
Pubmed	20943929	The Gli3 hypomorphic mutation Pdn causes selective impairment in the growth, patterning, and axon guidance capability of the lateral ganglionic eminence.	Pubmed	4.311E-5	1.000E0	5.258E-3	6.269E-2	7	35	PAX6,DBX1,DLX2,TBR1,GBX2,GLI1,SATB2
Pubmed	28597972	A Novel Interacting Protein SERP1 Regulates the N-Linked Glycosylation and Function of GLP-1 Receptor in the Liver.	Pubmed	4.311E-5	1.000E0	5.258E-3	6.269E-2	7	35	SYS1,ATP5MC3,CD81,RNF5,DHRS7,SERP1,KHK
Pubmed	22586326	Functional proteomics establishes the interaction of SIRT7 with chromatin remodeling complexes and expands its role in regulation of RNA polymerase I transcription.	Pubmed	4.439E-5	1.000E0	5.406E-3	6.446E-2	37	653	ABCF1,CGN,DHX16,EIF3I,NVL,POLR1A,ZC3H11A,UBAP2L,NCAPD2,DLAT,PTCD3,SMC4,IPO4,SUGP2,SLC25A13,RBM6,RPL23A,RPL26,RPS24,S100A8,UTP15,NSA2,XRN2,SFPQ,IGF2BP3,PELP1,MAK16,NUP210,SF3B1,BAZ2A,CBX3,U2AF2,EDC4,KRI1,USP7,LCP1,SYMPK
Pubmed	27107012	Pooled-matrix protein interaction screens using Barcode Fusion Genetics.	Pubmed	4.651E-5	1.000E0	5.657E-3	6.745E-2	27	414	MDM4,TEAD2,GAS7,LSM2,STAC3,BNIP3,CASP2,CDKN2D,PLRG1,POLR1C,QRICH1,NCAPD2,RBBP8,TRIM27,GMNN,IKZF3,SHMT2,MAPRE3,VAMP5,WWP2,EMILIN1,IKZF5,CBX5,TPM3,HNRNPK,ZBTB16,EXOSC5
Pubmed	30455355	Physiological and pathophysiological characteristics of ataxin-3 isoforms.	Pubmed	4.669E-5	1.000E0	5.670E-3	6.760E-2	21	281	HNRNPM,SLC25A3,PSMB2,PSMB6,PSMD13,RPS27,S100A8,HAX1,SFPQ,SNRPD3,GAPDH,SF3B1,HNRNPA2B1,HNRNPK,HNRNPL,HSPA1L,VARS1,HSPD1,HSPE1,USP7,BAG6
Pubmed	15163631	Presenilin 1 in migration and morphogenesis in the central nervous system.	Pubmed	5.152E-5	1.000E0	6.222E-3	7.418E-2	6	25	PAX6,DLX2,TBR1,GAD1,GBX2,TH
Pubmed	19088086	Gata2 is a tissue-specific post-mitotic selector gene for midbrain GABAergic neurons.	Pubmed	5.152E-5	1.000E0	6.222E-3	7.418E-2	6	25	ASCL1,NKX2-2,PAX6,ELAVL3,GAD1,TH
Pubmed	23300826	Ofd1 controls dorso-ventral patterning and axoneme elongation during embryonic brain development.	Pubmed	5.152E-5	1.000E0	6.222E-3	7.418E-2	6	25	ASCL1,PAX6,DBX1,DLX2,TBR1,GLI1
Pubmed	23042297	Loss of Gsx1 and Gsx2 function rescues distinct phenotypes in Dlx1/2 mutants.	Pubmed	5.152E-5	1.000E0	6.222E-3	7.418E-2	6	25	ASCL1,SP8,DLX1,DLX2,SP9,GAD1
Pubmed	30585729	Mapping the Ku Interactome Using Proximity-Dependent Biotin Identification in Human Cells.	Pubmed	5.172E-5	1.000E0	6.236E-3	7.436E-2	21	283	DHX16,SUGP1,FUBP1,NVL,ZRANB2,PPP1R10,ZC3H11A,SUGP2,LRRC59,ACAP3,SFPQ,C11orf58,GTF2A1,SF3B1,BAZ2A,TMPO,TOP2A,U2AF2,ILF3,KRI1,DDX39B
Pubmed	12466305	Assembly, verification, and initial annotation of the NIA mouse 7.4K cDNA clone set.	Pubmed	5.300E-5	1.000E0	6.381E-3	7.609E-2	14	144	MSH5,TBX4,DLAT,VEZT,CXCR6,TMEM91,ZMAT5,ORAI1,SF3B1,TNNT2,HOXA6,CRTC2,KRI1,LCK
Pubmed	26527279	Analysis of the Histone H3.1 Interactome: A Suitable Chaperone for the Right Event.	Pubmed	5.474E-5	1.000E0	6.582E-3	7.848E-2	16	182	MAT2A,GATAD2B,IPO4,RPL26,SNRPD3,SPIN1,CKAP4,SF3B1,CBX5,TMPO,CBX3,HNRNPK,HNRNPL,HSPD1,CNBP,ILF3
Pubmed	1978941	Identification and structural analysis of residues in the V1 region of CD4 involved in interaction with human immunodeficiency virus envelope glycoprotein gp120 and class II major histocompatibility complex molecules.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	17959659	Human immunodeficiency virus type 1 Vpu protein interacts with CD74 and modulates major histocompatibility complex class II presentation.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	22627282	Distinct developmental origins and regulatory mechanisms for GABAergic neurons associated with dopaminergic nuclei in the ventral mesodiencephalic region.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	NKX2-2,PAX6,GAD1,GBX2,TH
Pubmed	19549840	Selective induction of neocortical GABAergic neurons by the PDK1-Akt pathway through activation of Mash1.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	ASCL1,DLX1,SP9,PPP1R1B,TBR1
Pubmed	31872525	Tcf7l2 transcription factor is required for the maintenance, but not the initial specification, of the neurotransmitter identity in the caudal thalamus.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	GAS7,NKX2-2,DLX1,GAD1,GBX2
Pubmed	20573702	Ring1B and Suv39h1 delineate distinct chromatin states at bivalent genes during early mouse lineage commitment.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	POU5F1,SOX7,GATA4,EHMT2,HOXA7
Pubmed	2846691	Inhibition of CD4+ T cell function by the HIV envelope protein, gp120.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	2543930	Identification of human CD4 residues affecting class II MHC versus HIV-1 gp120 binding.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1
Pubmed	12701101	Loss of the Tg737 protein results in skeletal patterning defects.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	GLI1,HOXA13,HOXD11,HOXD12,HOXD13
Pubmed	26001200	Suppressor of Fused Is Required for Determining Digit Number and Identity via Gli3/Fgfs/Gremlin.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	PAX9,GLI1,HOXD11,HOXD12,HOXD13
Pubmed	16230076	Beta-catenin interacts with the FUS proto-oncogene product and regulates pre-mRNA splicing.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	HNRNPM,TOP2A,HNRNPA1,HNRNPA2B1,HNRNPK
Pubmed	21752936	Concerted involvement of Cdx/Hox genes and Wnt signaling in morphogenesis of the caudal neural tube and cloacal derivatives from the posterior growth zone.	Pubmed	5.592E-5	1.000E0	6.611E-3	7.882E-2	5	16	HOXB13,HOXA13,HOXC13,HOXD13,WNT3A
Pubmed	23349634	A newly uncovered group of distantly related lysine methyltransferases preferentially interact with molecular chaperones to regulate their activity.	Pubmed	5.718E-5	1.000E0	6.750E-3	8.049E-2	14	145	MAT2A,EIF3I,METTL22,CTSB,UBAP2L,S100A9,SNRPF,TUBGCP2,EIF3K,HSPA1A,HSPA1B,HSPA1L,HSPD1,BAG6
Pubmed	30068389	RNA binding proteins co-localize with small tau inclusions in tauopathy.	Pubmed	5.802E-5	1.000E0	6.840E-3	8.156E-2	20	264	ABAT,MOG,ATP6V1G2,CA2,PDE2A,SLC25A3,ZRANB2,SYTL2,UBAP2L,DLAT,RPL26,SRSF6,SNRPG,ACTR10,GPD2,U2AF2,HNRNPK,HNRNPL,HSPA1A,HSPD1
Pubmed	21297633	Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.	Pubmed	6.061E-5	1.000E0	7.136E-3	8.508E-2	10	78	APEH,BSN,GMPPB,AMIGO3,ZPBP2,IKZF3,GSDMB,ZFP90,UBA7,ORMDL3
Pubmed	27545878	SPATA2-Mediated Binding of CYLD to HOIP Enables CYLD Recruitment to Signaling Complexes.	Pubmed	6.322E-5	1.000E0	7.424E-3	8.852E-2	24	353	HNRNPM,RAI14,G3BP2,RNF31,SLC25A13,RPL23A,RPL26,LRRC59,RPS24,RPS27,S100A10,XRN2,SFPQ,SRSF6,IGF2BP3,SNRPF,TPM3,HNRNPA1,HNRNPA2B1,HNRNPL,HSPA1A,HSPA1B,HSPD1,CNBP
Pubmed	30635555	Single-cell transcriptomic analysis of mouse neocortical development.	Pubmed	6.324E-5	1.000E0	7.424E-3	8.852E-2	15	165	ASCL1,PAX6,RWDD3,NFE2L3,DLX1,DLX2,SP9,FOLR1,SHOX2,TBR1,GAD1,NAAA,SATB2,NXPH3,TOP2A
Pubmed	25659154	ABCE1 is a highly conserved RNA silencing suppressor.	Pubmed	6.359E-5	1.000E0	7.455E-3	8.889E-2	17	204	ABCF1,CTSA,PSMD13,PTPRF,SMC4,RPS27,S100A10,HAX1,FLOT2,SNRPF,CISD1,CBX5,TMPO,CBX3,HSPE1,USP7,LMNB1
Pubmed	20634891	Maternal genes and facial clefts in offspring: a comprehensive search for genetic associations in two population-based cleft studies from Scandinavia.	Pubmed	6.413E-5	1.000E0	7.508E-3	8.952E-2	23	331	MAT2A,SP8,BMP6,NNMT,PAX9,CCR6,DMGDH,TBX4,DLX1,DLX2,DLX6,PIPOX,IRF9,FOLR1,GAD1,MTHFD2,SATB2,RIPK3,TGFB1,HIC1,HOXA7,ZNF189,WNT3A
Pubmed	11827988	Adapters in lymphocyte signaling.	Pubmed	6.541E-5	1.000E0	7.624E-3	9.090E-2	6	26	HLA-DMA,HLA-DMB,HLA-DOA,HLA-DPA1,HLA-DPB1,LCK
Pubmed	19168680	Early mouse caudal development relies on crosstalk between retinoic acid, Shh and Fgf signalling pathways.	Pubmed	6.541E-5	1.000E0	7.624E-3	9.090E-2	6	26	GLI1,HOXB6,HOXB8,HOXB9,HOXC6,WNT3A
Pubmed	16710414	The DNA sequence and biological annotation of human chromosome 1.	Pubmed	6.575E-5	1.000E0	7.624E-3	9.090E-2	51	1031	S100A14,MDM4,GATAD2B,CGN,HCN3,ARF1,MTF1,HES4,SAMD11,DPM3,S100A16,CCDC28B,MRPL55,C1orf43,C1orf35,RWDD3,KDM4A,PSMB2,UBAP2L,AURKAIP1,RAB13,PIGK,TAS1R3,BOLA1,ZBED6,YY1AP1,OBSCN,RNF187,F3,S100A2,S100A8,S100A9,S100A10,S100A12,ZNF644,S100A7A,IQCC,ASH1L,SLC27A3,FAM167B,HDGF,TPM3,MEAF6,WNT9A,TXLNA,IBA57,INTS3,OLFML3,DAP3,WNT3A,GJC2
Pubmed	20854863	Characterization of tumor necrosis factor-? block haplotypes associated with susceptibility to chronic venous leg ulcers in Caucasian patients.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	ATP6V1G2,NFKBIL1,DDX39B,MCCD1
Pubmed	10773441	Roles for Msx and Dlx homeoproteins in vertebrate development.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	DLX1,DLX2,DLX3,DLX6
Pubmed	9053316	In vivo functional analysis of the Hoxa-1 3' retinoic acid response element (3'RARE).	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	HOXA1,HOXA2,HOXA3,HOXB3
Pubmed	33246067	Lmx1a and Lmx1b are Redundantly Required for the Development of Multiple Components of the Mammalian Auditory System.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	NEFH,PAX6,TBR1,WNT3A
Pubmed	8102800	Local alterations of Krox-20 and Hox gene expression in the hindbrain suggest lack of rhombomeres 4 and 5 in homozygote null Hoxa-1 (Hox-1.6) mutant embryos.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	HOXA1,HOXA2,HOXA3,HOXB3
Pubmed	11896452	Physical and transcriptional map of the critical region for keratolytic winter erythema (KWE) on chromosome 8p22-p23 between D8S550 and D8S1759.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	MTMR9,BLK,FAM167A,XKR6
Pubmed	7964557	Distal-less and other homeobox genes in the development of the dentition.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	DBX1,DLX1,DLX2,DLX3
Pubmed	12644247	Cajal-Retzius cells in the mouse: transcription factors, neurotransmitters, and birthdays suggest a pallial origin.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	DLX1,DLX2,DLX6,TBR1
Pubmed	22952693	Cleavage of nidogen-1 by cathepsin S impairs its binding to basement membrane partners.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	CTSB,CTSL,NID2,LAMC1
Pubmed	22903471	Genome-wide association identifies genetic variants associated with lentiform nucleus volume in N?=?1345 young and elderly subjects.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	GATAD2B,CREB3L4,DENND4B,SLC39A1
Pubmed	1363087	Exogenous retinoic acid rapidly induces anterior ectopic expression of murine Hox-2 genes in vivo.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	EN2,HOXB4,HOXB5,HOXB9
Pubmed	17537796	Wnt signaling is a key mediator of Cdx1 expression in vivo.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	HOXA3,HOXB4,HOXD3,HOXD4
Pubmed	12242306	Mouse Af9 is a controller of embryo patterning, like Mll, whose human homologue fuses with Af9 after chromosomal translocation in leukemia.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	HOXA2,HOXA3,HOXB3,HOXD4
Pubmed	23207902	Scmh1 has E3 ubiquitin ligase activity for geminin and histone H2A and regulates geminin stability directly or indirectly via transcriptional repression of Hoxa9 and Hoxb4.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	GMNN,HOXA9,HOXB4,HOXD4
Pubmed	18326838	Regulation of Dlx5 and Dlx6 gene expression by p63 is involved in EEC and SHFM congenital limb defects.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	DLX6-AS2,DLX1,DLX2,DLX6
Pubmed	10193444	Survival and lung pathology of mouse models of Hermansky-Pudlak syndrome and Chediak-Higashi syndrome.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	BLOC1S6,RABGGTA,BLOC1S5,HPS1
Pubmed	15010812	Evolutionary recombination hotspot around GSDML-GSDM locus is closely linked to the oncogenomic recombination hotspot around the PPP1R1B-ERBB2-GRB7 amplicon.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	PPP1R1B,MIEN1,GSDMB,GRB7
Pubmed	7903600	Hoxa-2 mutant mice exhibit homeotic transformation of skeletal elements derived from cranial neural crest.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	HOXA1,HOXA2,HOXA3,HOXB3
Pubmed	22223620	Dynamic expression of Tbx2 subfamily genes in development of the mouse reproductive system.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	PAX6,TBX4,POU5F1,TBX2
Pubmed	12397105	Dorsoventral patterning is established in the telencephalon of mutants lacking both Gli3 and Hedgehog signaling.	Pubmed	6.719E-5	1.000E0	7.624E-3	9.090E-2	4	9	ASCL1,PAX6,DLX2,GLI1
Pubmed	26336360	Beads-free protein immunoprecipitation for a mass spectrometry-based interactome and posttranslational modifications analysis.	Pubmed	6.776E-5	1.000E0	7.678E-3	9.155E-2	15	166	HNRNPM,RPS24,RPS27,XRN2,SFPQ,SRSF6,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,HSPD1,ILF3,DDX39B
Pubmed	25737280	Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt.	Pubmed	6.785E-5	1.000E0	7.678E-3	9.155E-2	20	267	C16orf72,ARF1,SLC25A3,CSNK2B,CTSB,PTPRF,SFPQ,IPO9,GHITM,LUC7L3,SF3B1,CBX5,TMPO,PDCD10,TOP2A,CBX3,HNRNPL,HSPD1,HSPE1,KPNA4
Pubmed	30457570	Complementary proteomics strategies capture an ataxin-1 interactome in Neuro-2a cells.	Pubmed	6.897E-5	1.000E0	7.795E-3	9.294E-2	35	617	MAT2A,ARF1,USO1,SUGP1,NVL,UQCR10,CLIC1,ZRANB2,PLRG1,C1orf35,PPP1R10,PSMD13,PSME1,PSME2,UBAP2L,DLAT,FARSB,BRD2,RPS27,MRPS36,RSRC1,SFPQ,SEC31A,MTHFD2,GTF2A1,TMPO,TOP2A,U2AF2,EDC4,HNRNPL,HSPA1A,VARS1,IDH2,BAG6,LMNB1
Pubmed	27705803	A High-Density Map for Navigating the Human Polycomb Complexome.	Pubmed	6.965E-5	1.000E0	7.861E-3	9.373E-2	30	495	GATAD2B,SPC24,NEDD8,ZRANB2,HCFC2,ZZZ3,CSNK2B,PSMB2,PSMB6,DIAPH1,GMNN,BRD2,ZNF644,ZNF211,SKP2,ZNF460,SKIDA1,AHDC1,EHMT2,CKAP4,CBX2,CBX5,CBX3,HSPD1,FBXL17,MSL1,USP7,LMNB1,CBX8,MXD1
Pubmed	23752268	The functional interactome landscape of the human histone deacetylase family.	Pubmed	6.985E-5	1.000E0	7.873E-3	9.387E-2	21	289	ACADM,GATAD2B,PHF12,AGPS,POLR2B,CSNK2B,ZC3H11A,ARID4A,RCN1,SMC4,TRIM27,HDAC11,FDFT1,IGF2BP3,EHMT2,TMPO,TPM3,IDH2,CLPB,USP7,KPNA4
Pubmed	28190767	An Interaction Landscape of Ubiquitin Signaling.	Pubmed	7.196E-5	1.000E0	8.100E-3	9.658E-2	29	472	PDP2,NIPSNAP1,RIOK3,NVL,CDK7,PLRG1,MOB4,PSMD13,DLAT,RNF31,UBA6,AGPAT5,RNF181,S100A10,RMI1,SCD,ASCC2,SDC4,RNF123,AGTPBP1,KHNYN,NXPH4,HNRNPD,USP4,HSPE1,ILF3,CLPB,BAG6,LAMC1
